job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,alpha,tol,max_iter,fit_intercept,solver,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
73,eec18379e95d,2026-04-15 13:10:08,True,0.19357686937689597,0.016765024078686176,0.20094030787095996,0.001584005355834961,0.0018391609191894531,5.55,0.01,100,False,svd,-0.18124610835218471,0.006148432663432247,-0.3862029391908056,0.0033143702232280247,-0.4256692577624054,0.007196620608842974
74,8eb279ce16ca,2026-04-15 13:10:08,True,0.1867920157063852,0.014881305523364904,0.19239101300856887,0.026206398010253908,0.0024011611938476564,5.1,0.01,300,False,saga,-0.1827550719337691,0.005408699368831359,-0.3916374506473038,0.0033041916849394855,-0.4274519606020305,0.006316115202347121
75,f4f3d80b23fb,2026-04-15 13:10:08,True,0.19235908974967444,0.017576405549883746,0.1981014584110871,0.13558402061462402,0.002538442611694336,1.05,0.0001,500,False,saga,-0.1815169474073512,0.0061818130166778045,-0.3866126661186457,0.003909102707448494,-0.4259865411804916,0.007239761075650282
76,3b4b6062ccec,2026-04-15 13:10:09,True,0.18940237329940018,0.015590142966530047,0.19501868284408655,0.027847146987915038,0.0017989635467529296,5.4,0.0001,100,False,saga,-0.18217202754043615,0.005617457631650953,-0.39019457469101326,0.0034566141542788377,-0.42676558812676424,0.006569652293171667
77,8f5bf585a41e,2026-04-15 13:10:09,True,0.27110384740581744,0.03259237198068778,0.2785246764844316,0.015184497833251953,0.002361011505126953,2.55,0.01,300,True,sag,-0.16383067399119738,0.008625818463533608,-0.33933610338472564,0.007895211122113614,-0.40461774761032687,0.010730904432674822
78,9d250c57d795,2026-04-15 13:10:09,True,0.1657739261757301,0.015104594809143666,0.1695614279696467,0.000997638702392578,0.001775217056274414,8.55,0.01,500,False,sparse_cg,-0.18743945581905247,0.003957564222888998,-0.39703493852562566,0.0024736008790145953,-0.432918619411228,0.0045743618274938875
79,c8e7783d201c,2026-04-15 13:10:09,True,0.27854884730446267,0.0309298472851662,0.28814702660712344,0.0014040470123291016,0.0018061161041259765,0.3,0.0001,100,True,sparse_cg,-0.16215798936912607,0.008321319154171917,-0.33567096238166555,0.0067384703815035665,-0.4025544562924825,0.010387448589038062
80,73861c1f5f75,2026-04-15 13:10:09,True,0.2721461816277653,0.033569649174109144,0.2795411454913652,0.0014043807983398437,0.002051258087158203,0.75,0.001,500,True,lsqr,-0.16359739590419065,0.008828442082755744,-0.3382801277326465,0.008176573026929241,-0.4043225009668382,0.010986861067281866
81,6d1496d88e13,2026-04-15 13:10:09,True,0.1922061608519789,0.01735543461020981,0.19789796258876957,0.06868896484375,0.0021672725677490236,2.55,0.0001,300,False,saga,-0.18155005711465394,0.006112854202851406,-0.38703185853348054,0.0038679363449988183,-0.42602676658056204,0.007158999341059828
82,79de220d067a,2026-04-15 13:10:09,True,0.2723705048179992,0.03325006755608831,0.27979322294527553,0.02003655433654785,0.0015830039978027345,0.9,0.001,100,True,sag,-0.16354672694193514,0.008761606793822279,-0.3384477539656328,0.008075676805057799,-0.40426200755273456,0.01090670396443839
83,3886b2b42309,2026-04-15 13:10:09,True,0.1921417748795128,0.017706071906667686,0.19780391471403952,0.0011968135833740235,0.0019709587097167967,2.1,0.001,500,False,sparse_cg,-0.18156582904653445,0.0062027147608797505,-0.38654389025133673,0.003974429064881566,-0.42604350545055825,0.007263643020869444
84,816e55d52e23,2026-04-15 13:10:09,True,0.27858905297869946,0.030966145432428233,0.2881439337251949,0.0013132095336914062,0.0015420913696289062,3.0,0.0001,100,True,lsqr,-0.1621490426646066,0.00832898853924429,-0.3357008745314488,0.006767143802712655,-0.40254307110421533,0.010398008010830352
85,f631740b451d,2026-04-15 13:10:10,True,0.19235910901186318,0.017576629266468836,0.19810150473606974,0.11491885185241699,0.0017953872680664062,0.6,0.0001,500,False,saga,-0.18151694426380943,0.006181880679835406,-0.3866122969927953,0.003909145918441599,-0.4259865361531657,0.007239839779789821
86,2eafc957a805,2026-04-15 13:10:10,True,0.2786466708449633,0.031030850153189057,0.288126409895917,0.0012021541595458984,0.0016218662261962891,7.95,0.01,500,True,cholesky,-0.1621362401899566,0.00834252939548522,-0.33575900499302425,0.006819453905762754,-0.4025266908032278,0.010416495617973667
87,434505e9e83c,2026-04-15 13:10:10,True,0.1867925265114772,0.014881493196887648,0.19239156751479408,0.015232992172241212,0.0013441085815429688,3.15,0.01,100,False,saga,-0.18275495835805558,0.005408765690760957,-0.391637113964932,0.0033042277069842848,-0.42745182658609326,0.006316193970104166
88,d99abb87ddbf,2026-04-15 13:10:10,True,0.2712335861797176,0.03261419223358703,0.278639772775201,0.023676490783691405,0.002005481719970703,0.75,0.001,100,True,saga,-0.1638015891234499,0.008630967602572297,-0.3392773146570942,0.007902314428433163,-0.4045816105292678,0.010738228205516493
